,p-values-independent,p-values_i_fdr,significance:p_vlaue_i,significance:p_vlaue_i_fdr
10544,1.290210451081807e-18,1.6641458339879736e-17,True,True
10545,0.020921332094802698,0.030580754079394392,True,True
10546,0.002226501180295235,0.0037991710677202873,True,True
10547,0.0032335830471873954,0.005368071030190492,True,True
10548,4.2328266858193055e-08,1.3991978759573002e-07,True,True
10549,9.191624594893913e-06,2.2164337643326682e-05,True,True
10550,2.6560114445309055e-06,6.916279424822338e-06,True,True
10551,0.00018345426636851567,0.0003672699561381514,True,True
10552,0.00021617374181909409,0.0004282079337145798,True,True
10553,0.010747513385603018,0.01645659402023508,True,True
10554,1.9782051878174032e-15,1.6548907806075372e-14,True,True
10555,4.963387396939839e-26,1.8762038792589874e-24,True,True
10556,3.5076961475553715e-05,7.778620147499235e-05,True,True
10557,7.677724729353539e-24,2.0531376888480247e-22,True,True
10558,0.9020783285461782,0.9164012423190372,False,False
10559,2.9275608866172208e-12,1.6261612320357714e-11,True,True
10560,4.577234504963122e-11,2.1952172702175997e-10,True,True
10561,1.972718038029425e-17,2.177552978080404e-16,True,True
10562,0.02707263837343301,0.03885997739103076,True,True
10563,0.00029421766744891964,0.0005713365788197041,True,True
10564,0.22862831515971976,0.2737233449569727,False,False
10565,1.4944741667034118e-12,8.611421357505483e-12,True,True
10566,0.1777190720602885,0.21832394781117667,False,False
10567,0.0015856584913948668,0.0027646599151035854,True,True
10568,7.1496664111802075e-37,2.941090105795651e-34,True,True
10569,3.9505226470502e-21,7.275616069061003e-20,True,True
10570,0.04443538119024571,0.06139987282526753,True,False
10571,3.4677743390058913e-14,2.481599076484125e-13,True,True
10572,0.0065679350274676675,0.01040259261020482,True,True
10573,0.06843287041846158,0.09156361524892911,False,False
10574,0.014983669263554768,0.02239900368015824,True,True
10575,0.012918537014933432,0.01951212244503987,True,True
10576,0.0007997736803002284,0.0014570860922997729,True,True
10577,1.3755567645761098e-17,1.5541362398987767e-16,True,True
10578,0.00889047657578308,0.013826339831351522,True,True
10579,0.04428361497299654,0.06121464740805915,True,False
10580,0.326480691391554,0.376800771231233,False,False
10581,0.5728592036835738,0.6200202207652238,False,False
10582,8.240157364977051e-13,4.917054178928447e-12,True,True
10583,0.625189720038852,0.6690715161486289,False,False
10584,7.747946440149261e-05,0.00016362564150804217,True,True
10585,6.98639890753337e-22,1.4182143493259573e-20,True,True
10586,0.33471999028596755,0.3851520570299134,False,False
10587,1.925040951027831e-25,6.572150677669126e-24,True,True
10588,1.5438829005480424e-07,4.7355428101859785e-07,True,True
10589,1.608264923619954e-08,5.6229055971533504e-08,True,True
10590,0.13626416784322318,0.17179707338284048,False,False
10591,0.4186572560345133,0.46981318032975294,False,False
10592,1.1590643808799e-05,2.7579665536777234e-05,True,True
10593,1.6140043908217862e-23,4.167701920993476e-22,True,True
10594,9.804557976836924e-13,5.796500309714506e-12,True,True
10595,0.15183770505001565,0.18915384399935245,False,False
10596,0.002031547668513781,0.0034847568239078116,True,True
10597,8.656300522875122e-23,2.0290039556671334e-21,True,True
10598,1.721274401153401e-38,1.061964831425893e-35,True,True
10599,0.8917964548444346,0.9078246174094053,False,False
10600,5.062103615572052e-12,2.7293333320539077e-11,True,True
10601,9.265495634753314e-10,3.821906329760351e-09,True,True
10602,0.6639823997871921,0.7048667090471176,False,False
10603,0.014651050045314185,0.02193404017096824,True,True
10604,2.33143335958914e-06,6.114393697723151e-06,True,True
10605,8.069589009745348e-15,6.268082290618296e-14,True,True
10606,0.09278006480293904,0.12119286347605081,False,False
10607,0.017170734998464943,0.025415512560918677,True,True
10608,4.920284165395345e-14,3.452392727749983e-13,True,True
10609,2.1200019676861994e-05,4.8565222108180745e-05,True,True
10610,0.8905092971904062,0.9067280507464497,False,False
10611,5.2711458714117727e-05,0.00011416630507602604,True,True
10612,0.21916842066331776,0.2634382456831905,False,False
10613,2.4474720910915563e-12,1.3705050364216089e-11,True,True
10614,8.040137394814006e-20,1.2151651224445492e-18,True,True
10615,0.25903372146521797,0.3062210044694204,False,False
10616,2.8926228446691247e-24,8.259513990356881e-23,True,True
10617,0.003917699934681566,0.006425355204749269,True,True
10618,0.7181294565824803,0.7541909150989329,False,False
10619,0.3458661854352243,0.39655129444438175,False,False
10620,0.15611872175199015,0.1939136409451848,False,False
10621,0.8672928895999525,0.8862753426701674,False,False
10622,0.42915447016993324,0.4804071716035249,False,False
10623,1.297666049700376e-05,3.0645496935849616e-05,True,True
10624,0.001230717004104531,0.0021823687380317976,True,True
10625,0.007405699045796878,0.011630313728740098,True,True
10626,7.058021713143563e-27,3.2040920678747245e-25,True,True
10627,0.008911237457037653,0.013853638145277668,True,True
10628,3.1771511604607467e-06,8.191833775665582e-06,True,True
10629,6.045462571544591e-07,1.7202333375627212e-06,True,True
10630,0.00216725337347229,0.0037035613835922254,True,True
10631,0.017355327569560864,0.02567334164789895,True,True
10632,1.0088972744771942e-18,1.3173620874220354e-17,True,True
10633,2.067842044293887e-10,9.201950364548403e-10,True,True
10634,1.6442395688085356e-15,1.3882814541137562e-14,True,True
10635,0.020606073815823883,0.030166942810877763,True,True
10636,0.08042693521664711,0.10616453777547022,False,False
10637,2.377802937189041e-32,3.6350925433575825e-30,True,True
10638,0.05724770976345484,0.07768689600657364,False,False
10639,0.08922070068373078,0.11679960626791826,False,False
10640,3.6264650470419168e-09,1.3801979221777728e-08,True,True
10641,3.249078507242349e-14,2.334768353270032e-13,True,True
10642,1.140426489945977e-15,9.855361487652202e-15,True,True
10643,0.19432312169386895,0.23655358517804145,False,False
10644,1.507219465647166e-22,3.377070852017483e-21,True,True
10645,0.009115738103844038,0.01414737002460747,True,True
10646,0.0004025530506347844,0.0007673070671649454,True,True
10647,0.8693891635499407,0.8881548078252647,False,False
10648,8.416209177824573e-13,5.015178114760935e-12,True,True
10649,0.00013518813729711214,0.0002760490628614199,True,True
10650,7.265237795451387e-19,9.646962560831876e-18,True,True
10651,0.5984847167746181,0.6442035941355554,False,False
10652,0.20062371718550068,0.24341724360019135,False,False
10653,0.0010627798229537607,0.0019017527907112305,True,True
10654,0.13103796933062986,0.1656796399170483,False,False
10655,8.823079619079494e-05,0.00018470516289335707,True,True
10656,1.675466113784779e-21,3.212394796407554e-20,True,True
10657,9.851863993237981e-06,2.3660635407088298e-05,True,True
10658,0.07108096849592078,0.09481304383962873,False,False
10659,1.5125687748157647e-18,1.9340951580268197e-17,True,True
10660,1.2612921310893533e-06,3.4345557321198895e-06,True,True
10661,1.7559227667216884e-07,5.351722970204158e-07,True,True
10662,0.8507729668125565,0.8720329261166566,False,False
10663,4.534114543312386e-22,9.42561115953327e-21,True,True
10664,0.26624739428079575,0.31376108439871386,False,False
10665,0.0004903596732165643,0.0009207568863930597,True,True
10666,0.005309683335468687,0.00852143994985336,True,True
10667,2.445284701798275e-10,1.0775994174850376e-09,True,True
10668,3.9347165032839975e-06,1.0022445826338994e-05,True,True
10669,1.0848432277401592e-24,3.2994131618329664e-23,True,True
10670,1.7047075027174848e-09,6.7682882347608705e-09,True,True
10671,0.2304926959075749,0.2757834410446985,False,False
10672,0.28593288700346486,0.3342914606784553,False,False
10673,0.0020110669722916493,0.003451682259944187,True,True
10674,0.008346723334371788,0.013022908742889508,True,True
10675,2.3062142173558197e-06,6.05376851615587e-06,True,True
10676,1.0815826484691586e-07,3.3885274305957044e-07,True,True
10677,7.727701966848488e-06,1.887670411161024e-05,True,True
10678,0.47704192478447605,0.5272825677043844,False,False
10679,7.272697521160228e-16,6.489455045353457e-15,True,True
10680,3.1200926298365373e-12,1.7236840479829287e-11,True,True
10681,1.2545392479929744e-25,4.465063027646809e-24,True,True
10682,1.8554516118223572e-19,2.673304970327875e-18,True,True
10683,0.31741442227089056,0.3672695341413017,False,False
10684,1.379093498476109e-07,4.263393018284679e-07,True,True
10685,0.13360411863138047,0.16875127216181163,False,False
10686,1.6424258398911028e-06,4.395492855789124e-06,True,True
10687,8.751001661667969e-14,5.958752609590626e-13,True,True
10688,0.5758132164377565,0.6227882114927525,False,False
10689,3.7586556535449584e-13,2.3559788249270376e-12,True,True
10690,0.13016339745622216,0.1646944035051811,False,False
10691,4.950495564223344e-06,1.2413965869060569e-05,True,True
10692,0.00027844466881891717,0.0005422310510479984,True,True
10693,3.379989544731507e-05,7.521489035841399e-05,True,True
10694,0.08717412361224175,0.11434570883838088,False,False
10695,1.294950255838517e-14,9.780696303313444e-14,True,True
10696,0.00013790591683495777,0.00028113343324568036,True,True
10697,0.0013041615654471282,0.002301735905506655,True,True
10698,6.660614287831932e-05,0.0001421397304784393,True,True
10699,5.591959367516169e-05,0.00012063074185045181,True,True
10700,2.866375810130836e-05,6.448319067588253e-05,True,True
10701,1.4464132069633805e-10,6.553052229292525e-10,True,True
10702,2.83752221028742e-17,3.0732411399821433e-16,True,True
10703,2.2901988293003844e-05,5.2221732809086775e-05,True,True
10704,6.257776259377481e-10,2.632807717504773e-09,True,True
10705,0.08195974892010836,0.1079486628998835,False,False
10706,0.10423724769127161,0.13482318462613935,False,False
10707,4.996371047574261e-12,2.696417052385047e-11,True,True
10708,2.392583622966908e-13,1.5347895316284193e-12,True,True
10709,5.169977614696842e-06,1.2934303156247349e-05,True,True
10710,2.1965616972325575e-09,8.579155170629081e-09,True,True
10711,0.00953359932841786,0.014737622228046404,True,True
10712,0.12673709503359756,0.1607830885441285,False,False
10713,0.16205149779878392,0.2005185605955155,False,False
10714,0.325255545818648,0.3754620483806979,False,False
10715,0.6607983178293861,0.7020474133150458,False,False
10716,0.009921229764896242,0.01529441765023939,True,True
10717,7.470343071058389e-19,9.888902417818672e-18,True,True
10718,4.376025230537861e-06,1.1066584081033751e-05,True,True
10719,3.10166491721682e-06,8.012750328236963e-06,True,True
10720,0.0004204335584180476,0.0007987451579975556,True,True
10721,1.6740609714134228e-05,3.8985445242877974e-05,True,True
10722,2.0504084258269607e-09,8.035572948312329e-09,True,True
10723,2.5203305762509645e-14,1.844860623082009e-13,True,True
10724,0.002746279901168947,0.004612287117703048,True,True
10725,3.6018572170251395e-23,8.863544647309014e-22,True,True
10726,1.9721182054716223e-07,5.971663803597244e-07,True,True
10727,7.961629721026733e-16,7.06768517115811e-15,True,True
10728,3.6494783941637634e-06,9.324765457651088e-06,True,True
10729,2.38872533117644e-05,5.433925480125494e-05,True,True
10730,0.6984334100857517,0.7361462574271727,False,False
10731,3.1055235840080293e-09,1.1895325923223661e-08,True,True
10732,2.828247803661912e-18,3.479913162981448e-17,True,True
10733,0.9405885299679569,0.9496420218956545,False,False
10734,0.0032284501883972443,0.005360065065311139,True,True
10735,0.00029121511160455605,0.0005658239852624795,True,True
10736,1.4184254460716635e-06,3.837034071545253e-06,True,True
10737,1.1552688351026232e-06,3.1607965040224607e-06,True,True
10738,1.2704724468523745e-08,4.492817097108448e-08,True,True
10739,7.705320311516455e-05,0.00016278513927044975,True,True
10740,5.910673755866785e-31,5.917982014318936e-29,True,True
10741,4.6925448685384096e-05,0.00010228859634574261,True,True
10742,3.5147685194268085e-06,8.997869913025802e-06,True,True
10743,9.318367825686836e-09,3.366265248614389e-08,True,True
10744,5.690929010654229e-11,2.7030739251870166e-10,True,True
10745,4.7522121160537886e-08,1.5607312605480836e-07,True,True
10746,4.3890218136309115e-11,2.1084636215370968e-10,True,True
10747,2.1891181499749444e-07,6.581513399500363e-07,True,True
10748,4.681094786723517e-07,1.3488892817456006e-06,True,True
10749,0.0026975225540527233,0.004538342629651421,True,True
10750,9.222123770691796e-05,0.0001927085861118916,True,True
10751,0.010646227747766553,0.016313072941517404,True,True
10752,0.000271082237155985,0.000529086616977702,True,True
10753,1.294431060549547e-10,5.909433554702279e-10,True,True
10754,0.21597172299008235,0.26004138711404706,False,False
10755,0.03632545129268041,0.05096833748221687,True,False
10756,3.817515619901842e-05,8.412754475545902e-05,True,True
10757,2.3704094908563612e-11,1.177366991217471e-10,True,True
10758,0.21865110001111776,0.2629078967559031,False,False
10759,0.4928582714095585,0.5427420184986447,False,False
10760,0.014765330715463921,0.022093641239466368,True,True
10761,8.291571908254447e-13,4.946025715300262e-12,True,True
10762,4.96679391913976e-07,1.42550863853031e-06,True,True
10763,0.7495242645111575,0.7826894559288066,False,False
10764,0.01766697278926991,0.026107995473076875,True,True
10765,0.2410614372194687,0.2870966099942311,False,False
10766,3.7766241221673525e-09,1.4341873315111236e-08,True,True
10767,6.98927227973265e-05,0.00014867587567095374,True,True
10768,4.303854441469281e-25,1.3897025322688193e-23,True,True
10769,0.7818156892572155,0.8119479845463464,False,False
10770,0.0005471352759997189,0.0010209291307944636,True,True
10771,0.9399378247436776,0.9491130419947995,False,False
10772,0.07485845908262803,0.09944477704186398,False,False
